nacchoid,module,lhdname,scity,sstate,simplepopsourcecode,popcat3,popcat5,popcat7,popcat8,popcat9,q1,q2,q14b,q14c,q15,q15r,q16,q17a,q17ab,q17b,q17c,q17cd,q17d,q17e,q17f,q17g,q17h,q17i,q17j,q17k,q17l,q17m,q17text,q18,q19a,q19b,q19c,q20,q21,govcat,yearstenure,State,Contact_Category,v008_Profile,FIPS_CY,Col1,Col2,Locale_State_FIPS_Code,Year,Numeric_Value,PrimaryLast
MN033,module 3,Becker County Community Health,Detroit Lakes,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,32481,1,2008,1192810,"$1,000,000-$4,999,999",1240379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,way too complicated for a survey.....wish I had the time to complete!,1,21045,21026,0,1,0.33,local,4.42,MN,LHD,1,27005,NA,NA,NA,NA,NA,NA
WV002,module 3,Beckley-Raleigh County Health Department,Beckley,WV,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,80334,6,2008,1349838,"$1,000,000-$4,999,999",1507158,33425,83425,50000,750313,928933,178620,0,36977,18168,0,62317,135147,191707,0,50484,"Interest   $15,364 Refunds and Rebates  $120.00 School Health  $35,000",1,132316,37940,0,1,1.45,local,9.75,WV,LHD,1,54081,Raleigh,County,54,2007,19.5,Duplicate Case
TN002,NA,Bedford County Health Department,Shelbyville,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,44354,6,2007,1406078,"$1,000,000-$4,999,999",1406078,0,100680,100680,663430,1035571,372141,0,155062,10195,0,2184,101840,0,0,546,Other revenues represent collections from community business and industry for medical services provided to their employees for job related purposes.,1,0,0,0,0,NA,state,0.83,TN,SUB107,1,47003,NA,NA,NA,NA,NA,NA
OH013,module 2,Belmont County Health Department,St. Clairsville,OH,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,69022,1,2008,1466368,"$1,000,000-$4,999,999",1916522,320000,377822,57822,40762,610823,570061,0,32864,0,0,0,0,0,0,895013,"Other Sources include: Environmental Health Income $170,527 Vital Statistics Income     $ 60,731 Miscellaneous Income        $ 15,761 Carryover Balance           $647,994",3,NA,NA,NA,NA,NA,local,0.75,OH,LHD,1,39013,NA,NA,NA,NA,NA,NA
MN078,NA,Beltrami County Health and Human Services,Bemidji,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,43575,12,2007,2415564,"$1,000,000-$4,999,999",2415564,112696,281717,169021,759895,1209447,449552,0,653553,22461,0,82613,165773,0,0,0,NA,2,41766,23465,0,0,NA,local,NA,MN,LHD,1,27007,NA,NA,NA,NA,NA,NA
CO005,module 1,Bent County Nursing Service Authority,Las Animas,CO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,5947,12,2007,1611456,"$1,000,000-$4,999,999",1612896,58113,147373,89260,349206,877577,528371,0,166426,262976,56400,75861,17237,0,0,9046,Investments and miscellaneous,1,19638,27159,0,0,NA,local,1.5,CO,LHD,1,8011,NA,NA,NA,NA,NA,NA
IA007,module 2,Benton County / Virginia Gay Hospital Home Health Agency,Vinton,IA,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,27325,6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,local,23.42,IA,LHD,1,19011,NA,NA,NA,NA,NA,NA
MO008,NA,Benton County Health Department,Warsaw,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,19119,12,2007,3696497,"$1,000,000-$4,999,999",3486704,0,1112503,1112503,56783,170262,113479,53728,473106,972118,0,0,0,0,0,704987,Hospice,2,20148,16492,0,1,0.25,local,15.17,MO,LHD,1,29015,NA,NA,NA,NA,NA,NA
OR002,module 1,Benton County Health Department,Corvallis,OR,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,82483,6,2008,13982336,"$10,000,000+",13982336,0,3304648,3304648,4517591,5182256,664665,881809,2481182,288856,29129,218129,510998,682987,0,402342,Services provided to local school districts and other local agencies through contracts,1,127148,46819,0,1,1.5,local,0.42,OR,LHD,1,41003,Benton,County,41,2004,9.2,Duplicate Case
TN003,NA,Benton County Health Department,Camden,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16973,6,2007,480986,"<$500,000",480986,0,50201,50201,107504,239858,132354,0,51830,10918,0,2882,17380,0,0,107917,Revenues received from other state departments for services provided.,4,0,0,0,0,NA,state,1.42,TN,SUB108,1,47005,NA,NA,NA,NA,NA,NA
MN076,NA,Benton County Human Services,Foley,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,39637,12,2007,847924,"$500,000-$999,999",847924,0,312755,312755,180295,471084,290789,0,42930,0,9465,0,11690,0,0,0,NA,1,37558,21848,0,1,1.13,local,16.42,MN,LHD,1,27009,NA,NA,NA,NA,NA,NA
MI005,NA,Berrien County Health Department,Benton Harbor,MI,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,164065,12,2007,7139097,"$5,000,000-$9,999,999",6708761,0,1587525,1587525,1203657,1500420,296763,2303438,633271,47503,164355,0,213312,258937,0,0,NA,1,176778,80149,0,1,3.8,local,13.42,MI,LHD,1,26021,Berrien,County,26,2007,15.8,Duplicate Case
AL004,NA,Bibb County Health Department,Centreville,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,21911,9,2007,583039,"$500,000-$999,999",706277,0,53697,53697,0,NA,NA,NA,390164,0,0,0,11525,15505,0,27683,immunizations - 3271 breast & cervical - 2244 vital stats - 22168,1,36486,20555,7600,1,4,state,14.58,AL,LHD,1,1007,NA,NA,NA,NA,NA,NA
WY001,module 1,Big Horn County Public Health Department,Greybull,WY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11521,5,2008,585000,"$500,000-$999,999",585000,0,170000,170000,232000,363000,131000,0,21000,11000,0,4000,5000,0,0,11000,MOU with neighboring County,1,15200,6142,0,1,0.3,local,20.58,WY,LHD,1,56003,Big Horn,County,56,2002,13.1,Duplicate Case
ND001,module 2,Bismarck-Burleigh Public Health,Bismark,ND,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,76890,12,2007,1214884,"$1,000,000-$4,999,999",546777,0,85286,85286,NA,185931,NA,0,84386,0,0,0,182574,2109,0,6491,Other Includes income from VA patients and also revenue obtained for participating in a regional asthma clinic.,2,NA,NA,NA,1,2,local,20.33,ND,LHD,1,38015,Burleigh,County,38,2007,18.4,Duplicate Case
IA009,NA,Black Hawk County Health Department,Waterloo,IA,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",other,127631,6,2008,5619830,"$5,000,000-$9,999,999",5619830,106309,1899962,1793653,618285,1717394,1099109,13000,313302,0,55827,24316,40432,358333,0,1197264,"Contracts for Nursing and Home Care Aide Services ($1,176,772); Benefit refunds ($2,227); Merchandise Sales ($8,213); Registration ($3,225); Refunds ($2,861); Donations ($3,966).",1,30901,25368,0,1,1.2,local,23.33,IA,LHD,1,19013,Black Hawk,County,19,2002,13.7,Duplicate Case
NC007,NA,Bladen County Health Department,Elizabethtown,NC,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,33626,6,2008,3555201,"$1,000,000-$4,999,999",3741896,0,817127,817127,709859,709859,0,0,1456342,523340,0,112372,116277,0,0,6579,Dogwood Grant through the Ryan White Foundation and Smart Start Grant,1,63349,15000,0,0,NA,local,3.75,NC,LHD,1,37017,NA,NA,NA,NA,NA,NA
OK006,module 1,Blaine County Health Department,Watonga,OK,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12859,1,2008,612867.37,"$500,000-$999,999",752045.46,NA,200000,NA,NA,325000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3200,5000,1,0.03,state,23.67,OK,LHD,1,40011,NA,NA,NA,NA,NA,NA
TN004,NA,Bledsoe County Health Department,Pikeville,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12921,6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,state,9.58,TN,SUB104,1,47007,NA,NA,NA,NA,NA,NA
AL005,NA,Blount County Health Department,Oneonta,AL,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,55496,9,2007,2140834,"$1,000,000-$4,999,999",2135194,0,118025,118025,291989,719838,427849,0,1110186,0,0,160,10794,80806,0,73338,Inter-Departmental Transfers.,1,NA,NA,NA,0,NA,state,2.33,AL,LHD,1,1009,NA,NA,NA,NA,NA,NA
TN005,module 2,Blount County Health Department,Maryville,TN,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,118621,6,2007,2200000,"$1,000,000-$4,999,999",2600000,0,415000,415000,924000,1384000,460000,0,187000,9000,3000,2900,122000,0,0,470000,"Interdepartmental Revenues from other departmentsfor services provided in Tennessee, the  Medicaid progrm called TennCare.",4,2000,0,0,0,NA,state,4.92,TN,SUB027,1,47009,NA,NA,NA,NA,NA,NA
MN005,module 1,Blue Earth County Public Health Nursing Service,Mankato,MN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,61505,12,2007,1522392,"$1,000,000-$4,999,999",1522392,0,213135,213135,411046,822092,411046,0,30448,0,0,426270,15223,0,0,15224,NA,2,49828,22938,0,0,NA,local,9.17,MN,LHD,1,27013,NA,NA,NA,NA,NA,NA
MO009,NA,Bollinger County Health Department,Marble Hill,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12291,1,2007,531063.44,"$500,000-$999,999",593339.5,0,297779,297779,65778,212126,146348,0,31105,15672,36044,0,483,0,0,130,Contract with WAyne County for On-Site Sewage Permits,2,14376,14676,0,0,NA,local,6.5,MO,LHD,1,29017,NA,NA,NA,NA,NA,NA
IL002,module 3,Bond County Health Department,Greenville,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,18562,11,2007,2495102,"$1,000,000-$4,999,999",2780008,0,133018,133018,883822,883822,0,0,390149,1112427,0,64520,105874,5940,0,84258,"Interest, Hospice Memorials, miscellaneous.",2,24428,15985,6081,NA,NA,local,15.92,IL,LHD,1,17005,NA,NA,NA,NA,NA,NA
IA010,module 1,Boone County / Hospital Home Care Services,Boone,IA,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,26892,6,2008,1547549,"$1,000,000-$4,999,999",1548409,8000,152130,144130,299344,378904,79560,0,600136,261365,0,99888,55986,0,0,0,NA,1,16249,1142,0,1,0.13,local,NA,IA,LHD,1,19015,NA,NA,NA,NA,NA,NA
AR005,NA,Boone County Health Department,Harrison,AR,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,36005,6,2008,1923136.6,"$1,000,000-$4,999,999",1923136.6,NA,265410,NA,307936,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,4,0,0,0,0,NA,state,1.58,AR,LHD,1,5009,Boone,County,5,2007,14.6,Duplicate Case
IN006,NA,Boone County Health Department,Lebanon,IN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,54194,12,2007,572503,"$500,000-$999,999",700122,0,700122,700122,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,45000,0,13700,0,NA,local,10.42,IN,LHD,1,18011,NA,NA,NA,NA,NA,NA
WV003,NA,Boone County Health Department,Danville,WV,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,25574,6,2008,518928,"$500,000-$999,999",559892,0,93575,93575,222244,283791,61547,0,0,0,0,150486,16970,14780,0,0,NA,2,NA,NA,NA,1,5,local,17.25,WV,LHD,1,54005,NA,NA,NA,NA,NA,NA
CO006,module 2,Boulder County Public Health,Boulder,CO,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,285787,12,2007,14022425,"$10,000,000+",14478888,1290770,7626058,6335288,1836416,4396193,2559777,188602,249026,0,29464,0,502998,352153,0,1134394,"Environmental health regulary253.153  Misc. Revenues 18,989 Alcohol Diversion            159,221  EH Other       88,911 Earned Interest              124,603 Prior Years Earnings         394,280 Vital Records Fees           348,390",2,232910,139448,91605,1,2.25,local,0.42,CO,LHD,1,8013,Boulder,County,8,2003,11.4,Duplicate Case
KY056,NA,Bracken County Health Department,Brooksville,KY,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8773,6,2008,520393,"$500,000-$999,999",535487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local Tax District for Public Health,1,60000,5100,1076,1,1,local,2.25,KY,LHD,1,21023,NA,NA,NA,NA,NA,NA
FL005,module 2,Bradford County Health Department,Starke,FL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,29254,6,2008,1816582,"$1,000,000-$4,999,999",1747552,0,93244,93244,974213,1135080,160867,0,40670,0,0,0,25294,62665,0,390599,Vital statistics fees and other,1,0,7500,0,1,0.5,state,3.25,FL,LHD,1,12007,NA,NA,NA,NA,NA,NA
TN006,module 3,Bradley County Health Department,Cleveland,TN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,95360,6,2008,2941112,"$1,000,000-$4,999,999",2941112,0,387637,387637,1701257,2391094,689837,0,0,0,0,0,162381,0,0,0,NA,1,0,0,0,0,NA,state,22.75,TN,SUB104,1,47011,NA,NA,NA,NA,NA,NA
AR006,module 2,Bradley County Health Unit,Warren,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12199,6,2008,937212.2,NA,937212.2,NA,22927,NA,291299,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,4,NA,NA,NA,0,NA,state,NA,AR,LHD,1,5011,NA,NA,NA,NA,NA,NA
GA013,module 2,Brantley County Health Department,Nahunta,GA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,16271,6,2008,557356,"$500,000-$999,999",504981,0,92266,92266,182332,199934,17602,0,41906,18369,0,0,25388,0,0,127118,Contracts and Environmental Health Fees,1,0,6400,0,0,NA,local,8.92,GA,LHD,1,13025,NA,NA,NA,NA,NA,NA
WV004,module 1,Braxton County Health Department,Sutton,WV,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14617,6,2008,248378,"<$500,000",300016,0,18000,18000,139614,201945,62331,0,0,0,5327,0,6870,25085,0,42789,"Clinical Reimbursable Funds - $37,029 State Grants - $2,892 Environmental Fees for Service - $2,560 Interest - $308",2,32101,9277,0,1,1.3,local,2.42,WV,LHD,1,54007,NA,NA,NA,NA,NA,NA
IA125,NA,Bremer County/Waterloo Visiting Nurse Assoc,Waterloo,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,24704,6,2008,1813277,"$1,000,000-$4,999,999",1871078,0,2602,2602,27793,53227,25434,0,864395,405074,0,13224,23258,0,0,565127,"VA for home health, immunizations, other programs,United Way programs.",1,NA,NA,NA,0,NA,local,6.17,IA,LHD,1,19017,NA,NA,NA,NA,NA,NA
FL006,module 2,Brevard County Health Department,Merritt Island,FL,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",county,557320,6,2008,21900000,"$10,000,000+",21900000,0,467415,467415,7873167,10556584,2683417,0,4408927,131010,50000,332033,1005670,1584513,0,3363848,"$496,405 - Birth & Death Certificates $2,595,953 - School District $225,089 - Healthy Start Coalition $46,401 - Miscellaneous",1,324756,207336,35000,1,6,state,25.5,FL,LHD,1,12009,Brevard,County,12,2004,14.5,Duplicate Case
MT004,module 1,Broadwater County Health Department,Townsend,MT,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city/county,4623,6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34591,9318,0,1,0.39,local,12.92,MT,LHD,1,30007,NA,NA,NA,NA,NA,NA
WV005,module 3,Brooke County Health Department,Wellsburg,WV,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,24387,1,2008,555003,"$500,000-$999,999",584733,3150,124150,121000,196021,388071,192050,0,14156,3624,0,1790,3284,46913,0,2745,"Other is Interest, donations, misc reim.",1,61707,41138,0,0,NA,local,4.25,WV,LHD,1,54009,NA,NA,NA,NA,NA,NA
NY003,NA,Broome County Health Department,Binghamton,NY,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,197472,1,2008,18989344,"$10,000,000+",8834346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,166445,34091,0,1,2.25,local,7.17,NY,LHD,1,36007,Broome,County,36,2007,15,Duplicate Case
FL007,module 1,Broward County Health Department,Ft Lauderdale,FL,esri 2007,500000+,500000+,"1,000,000+","1,000,000+",1 million +,county,1801370,6,2008,51417840,"$10,000,000+",51793660,0,2466750,2466750,23321965,34173621,10851656,0,2088039,19375,0,44240,478069,3331819,0,9191746,"Local grants and contracts - $8,706,564 Interest earned - $275,433",1,455331,507560,439568,1,11,state,0.67,FL,LHD,1,12011,Broward,County,12,2008,13.2,Duplicate Case
IL004,module 1,Brown County Health Department,Mount Sterling,IL,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city/county,6900,11,2007,218105,"<$500,000",227856,0,37437,37437,105480,160133,54653,0,984,10789,0,0,10514,0,0,0,NA,3,21841,8031,0,0,NA,local,8.75,IL,LHD,1,17009,NA,NA,NA,NA,NA,NA
IN007,NA,Brown County Health Department,Nashville,IN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15931,12,2007,384011,"<$500,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,local,4.5,IN,LHD,1,18013,NA,NA,NA,NA,NA,NA
OH017,module 3,Brown County Health Department,Georgetown,OH,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,46288,12,2007,742718,"$500,000-$999,999",653130,0,0,0,12823,120508,107685,0,0,0,0,0,65028,467594,0,0,NA,2,NA,NA,NA,1,1,local,0.92,OH,LHD,1,39015,NA,NA,NA,NA,NA,NA
MN006,module 1,Brown County Public Health,New Ulm,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,26699,12,2007,1689000,"$1,000,000-$4,999,999",1170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"School Health contracts with 5 school districts for health services at $118,044 C&TC Outreach contract - $45,229 Correctional Health services contract with county jail - $9,919",2,24000,14000,0,1,0.25,local,35.92,MN,LHD,1,27015,NA,NA,NA,NA,NA,NA
IA012,module 3,Buchanan County Health Center Public Health Department,Independence,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,21384,1,2008,318457,"<$500,000",134478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0.7,local,16.58,IA,LHD,1,19019,NA,NA,NA,NA,NA,NA
PA004,module 2,Bucks County Department of Health,Doylestown,PA,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",county,638174,1,2008,14000000,"$10,000,000+",9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,270000,540000,50000,1,3,local,0.58,PA,LHD,1,42017,Bucks,County,42,2004,15.8,Duplicate Case
IA013,module 1,Buena Vista County Public Health and Home Care,Storm Lake,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,20442,6,2008,755000,"$500,000-$999,999",600000,0,0,0,177000,277500,100500,0,221000,36000,0,2000,63500,0,0,0,NA,3,33000,0,0,1,0.5,local,1.17,IA,LHD,1,19021,NA,NA,NA,NA,NA,NA
WI009,NA,Buffalo County Department of Health and Human Services,Alma,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14281,12,2007,838902,"$500,000-$999,999",838902,0,197508,197508,121701,195786,74085,0,433098,0,0,1500,11010,0,0,0,NA,3,20500,9259,0,0,NA,local,2.67,WI,LHD,1,55011,NA,NA,NA,NA,NA,NA
GA016,module 3,Bulloch County Health Department,Statesboro,GA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,65115,6,2008,1532410,"$1,000,000-$4,999,999",1523452,0,160900,160900,588273,639177,50904,0,81823,35798,0,0,145617,0,0,460137,"Contracts, Vital Records, Environmental Health Fees",1,0,10500,0,0,NA,local,4.58,GA,LHD,1,13031,NA,NA,NA,NA,NA,NA
AL006,module 2,Bullock County Health Department,Union Springs,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,11519,9,2007,644509,"$500,000-$999,999",650050,2499,2499,0,94999,215540,120541,23469,141426,247967,0,0,1217,8622,0,9310,"Miscellaneous Bullock, Interfund County Admin.",2,13487,9220,0,NA,0.5,state,34.08,AL,LHD,1,1011,NA,NA,NA,NA,NA,NA
NC009,module 2,Buncombe County Health Department,Asheville,NC,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","200,000-499,999",county,225601,6,2008,19395304,"$10,000,000+",19395304,0,7214657,7214657,1305808,4091397,2785589,9522,4652478,452690,251243,436091,892690,668682,0,725855,"Contracts: County Schools - $209,995 Mission-St Joseph Hospital - $302,222 Western Highlands (Mental Health) - $135,000 Head Start - $42,019 Early Head Start - $36,619",2,536080,28516,0,1,5,local,0.75,NC,LHD,1,37021,Buncombe,County,37,2002,23.8,Duplicate Case
IL005,NA,Bureau County Health Department,Princeton,IL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999","multi-county, district, region",41952,1,2008,1551897,"$1,000,000-$4,999,999",1569919,0,100000,100000,241881,685493,443612,12595,260092,0,58750,0,130800,72000,0,250189,"Other includes $243,939 from Putnam County for administering service and interest.",1,50711,0,0,1,1.5,local,3.58,IL,LHD,1,17011,NA,NA,NA,NA,NA,NA
NC010,NA,Burke County Health Department,Morganton,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,91576,6,2008,4231414,"$1,000,000-$4,999,999",4231414,0,703832,703832,665905,1004568,338663,0,1944601,8132,351319,8758,210201,0,0,0,NA,1,56230,17500,0,1,0.5,local,10.08,NC,LHD,1,37023,Burke,County,37,2005,20.6,Duplicate Case
WI010,module 2,Burnett County Department of Health and Human Services,Siren,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16726,1,2008,660559,"$500,000-$999,999",660559,0,356716,356716,59838,201559,141721,0,24836,19777,0,6665,49685,0,0,1321,Donations,NA,26510,9963,0,1,0.2,local,12.33,WI,LHD,1,55013,NA,NA,NA,NA,NA,NA
KS003,module 2,Butler County Health Department,El Dorado,KS,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,64478,1,2008,807920,"$500,000-$999,999",807920,0,157628,157628,4350,544350,540000,0,5197,22516,0,9075,69154,0,0,0,NA,1,121644,27936,170000,1,2.75,local,18.5,KS,LHD,1,20015,Butler,County,20,2004,15.1,Duplicate Case
